"Indicator.Code","Indicator.Name"
"LO.EGRA.LSTN.0.CHC.4GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Chichewa. 4th Grade"
"LO.EGRA.LSTN.0.CHI.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Chitonga. 2nd Grade"
"LO.EGRA.LSTN.0.CIN.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Cinyanja. 2nd Grade"
"LO.EGRA.LSTN.0.DAG.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Dagaare. 2nd Grade"
"LO.EGRA.LSTN.0.DAGB.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Dagbani. 2nd Grade"
"LO.EGRA.LSTN.0.DAN.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Dangme. 2nd Grade"
"LO.EGRA.LSTN.0.ENG.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). English. 2nd Grade"
"LO.EGRA.LSTN.0.ENG.3GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). English. 3rd Grade"
"LO.EGRA.LSTN.0.ENG.4GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). English. 4th Grade"
"LO.EGRA.LSTN.0.ENG.6GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). English. 6th Grade"
"LO.EGRA.LSTN.0.EWE.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Ewe. 2nd Grade"
"LO.EGRA.LSTN.0.FAN.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Fante. 2nd Grade"
"LO.EGRA.LSTN.0.FLP.3GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Filipino. 3rd Grade"
"LO.EGRA.LSTN.0.FLF.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Fulfulde. 2nd Grade"
"LO.EGRA.LSTN.0.GA.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Ga. 2nd Grade"
"LO.EGRA.LSTN.0.GON.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Gonja. 2nd Grade"
"LO.EGRA.LSTN.0.HAR.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Hararigna. 2nd Grade"
"LO.EGRA.LSTN.0.HAR.3GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Hararigna. 3rd Grade"
"LO.EGRA.LSTN.0.ICI.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Icibemba. 2nd Grade"
"LO.EGRA.LSTN.0.IND.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Indonesian. 2nd Grade"
"LO.EGRA.LSTN.0.KAS.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Kasem. 2nd Grade"
"LO.EGRA.LSTN.0.KII.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Kiikaonde. 2nd Grade"
"LO.EGRA.LSTN.0.KNY.4GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Kinyarwanda. 4th Grade"
"LO.EGRA.LSTN.0.KNY.6GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Kinyarwanda. 6th Grade"
"LO.EGRA.LSTN.0.KIS.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Kiswahili. 2nd Grade"
"LO.EGRA.LSTN.0.LUN.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Lunda. 2nd Grade"
"LO.EGRA.LSTN.0.LUV.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Luvale. 2nd Grade"
"LO.EGRA.LSTN.0.NZE.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Nzema. 2nd Grade"
"LO.EGRA.LSTN.0.SID.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Sidaamu Afoo. 2nd Grade"
"LO.EGRA.LSTN.0.SID.3GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Sidaamu Afoo. 3rd Grade"
"LO.EGRA.LSTN.0.SIL.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Silozi. 2nd Grade"
"LO.EGRA.LSTN.0.SOM.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Somaligna. 2nd Grade"
"LO.EGRA.LSTN.0.SOM.3GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Somaligna. 3rd Grade"
"LO.EGRA.LSTN.0.SNG.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Songhoi. 2nd Grade"
"LO.EGRA.LSTN.0.SPN.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Spanish. 2nd Grade"
"LO.EGRA.LSTN.0.SPN.3GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Spanish. 3rd Grade"
"LO.EGRA.LSTN.0.SPN.4GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Spanish. 4th Grade"
"LO.EGRA.LSTN.0.TIG.2GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Tigrinya. 2nd Grade"
"LO.EGRA.LSTN.0.TIG.3GRD","EGRA: Listening Comprehension - Share of students with a zero score (%). Tigrinya. 3rd Grade"
"LO.EGRA.ORF.AFA.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Afan Oromo. 2nd Grade"
"LO.EGRA.ORF.AFA.3GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Afan Oromo. 3rd Grade"
"LO.EGRA.ORF.AKU.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Akuapem. 2nd Grade"
"LO.EGRA.ORF.AMH.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Amharic. 2nd Grade"
"LO.EGRA.ORF.AMH.3GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Amharic. 3rd Grade"
"LO.EGRA.ORF.ARB.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Arabic. 2nd Grade"
"LO.EGRA.ORF.ARB.3GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Arabic. 3rd Grade"
"LO.EGRA.ORF.AST.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Asante Twi. 2nd Grade"
"LO.EGRA.ORF.BMN.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Bamanankan. 2nd Grade"
"LO.EGRA.ORF.BOM.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Bomu. 2nd Grade"
"LO.EGRA.ORF.CHC.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Chichewa. 2nd Grade"
"LO.EGRA.ORF.CHC.4GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Chichewa. 4th Grade"
"LO.EGRA.ORF.CHI.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Chitonga. 2nd Grade"
"LO.EGRA.ORF.CIN.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Cinyanja. 2nd Grade"
"LO.EGRA.ORF.DAG.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Dagaare. 2nd Grade"
"LO.EGRA.ORF.DAGB.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Dagbani. 2nd Grade"
"LO.EGRA.ORF.DAN.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Dangme. 2nd Grade"
"LO.EGRA.ORF.ENG.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). English. 2nd Grade"
"LO.EGRA.ORF.ENG.3GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). English. 3rd Grade"
"LO.EGRA.ORF.ENG.4GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). English. 4th Grade"
"LO.EGRA.ORF.ENG.6GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). English. 6th Grade"
"LO.EGRA.ORF.EWE.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Ewe. 2nd Grade"
"LO.EGRA.ORF.FAN.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Fante. 2nd Grade"
"LO.EGRA.ORF.FLP.3GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Filipino. 3rd Grade"
"LO.EGRA.ORF.FRN.3GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). French. 3rd Grade"
"LO.EGRA.ORF.FLF.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Fulfulde. 2nd Grade"
"LO.EGRA.ORF.GA.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Ga. 2nd Grade"
"LO.EGRA.ORF.GON.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Gonja. 2nd Grade"
"LO.EGRA.ORF.HAR.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Hararigna. 2nd Grade"
"LO.EGRA.ORF.HAR.3GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Hararigna. 3rd Grade"
"LO.EGRA.ORF.ICI.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Icibemba. 2nd Grade"
"LO.EGRA.ORF.IND.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Indonesian. 2nd Grade"
"LO.EGRA.ORF.KAS.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Kasem. 2nd Grade"
"LO.EGRA.ORF.KII.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Kiikaonde. 2nd Grade"
"LO.EGRA.ORF.KNY.4GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Kinyarwanda. 4th Grade"
"LO.EGRA.ORF.KNY.6GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Kinyarwanda. 6th Grade"
"LO.EGRA.ORF.KIS.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Kiswahili. 2nd Grade"
"LO.EGRA.ORF.LUN.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Lunda. 2nd Grade"
"LO.EGRA.ORF.LUV.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Luvale. 2nd Grade"
"LO.EGRA.ORF.NZE.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Nzema. 2nd Grade"
"LO.EGRA.ORF.SID.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Sidaamu Afoo. 2nd Grade"
"LO.EGRA.ORF.SID.3GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Sidaamu Afoo. 3rd Grade"
"LO.EGRA.ORF.SIL.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Silozi. 2nd Grade"
"LO.EGRA.ORF.SOM.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Somaligna. 2nd Grade"
"LO.EGRA.ORF.SOM.3GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Somaligna. 3rd Grade"
"LO.EGRA.ORF.SNG.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Songhoi. 2nd Grade"
"LO.EGRA.ORF.SPN.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Spanish. 2nd Grade"
"LO.EGRA.ORF.SPN.3GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Spanish. 3rd Grade"
"LO.EGRA.ORF.SPN.4GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Spanish. 4th Grade"
"LO.EGRA.ORF.TIG.2GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Tigrinya. 2nd Grade"
"LO.EGRA.ORF.TIG.3GRD","EGRA: Oral Reading Fluency - Correct Words Read Per Minute (Mean). Tigrinya. 3rd Grade"
"LO.EGRA.CWPM.ZERO.AFA.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Afan Oromo. 2nd Grade"
"LO.EGRA.CWPM.ZERO.AFA.3GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Afan Oromo. 3rd Grade"
"LO.EGRA.CWPM.ZERO.AKU.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Akuapem. 2nd Grade"
"LO.EGRA.CWPM.ZERO.AMH.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Amharic. 2nd Grade"
"LO.EGRA.CWPM.ZERO.AMH.3GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Amharic. 3rd Grade"
"LO.EGRA.CWPM.ZERO.ARB.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Arabic. 2nd Grade"
"LO.EGRA.CWPM.ZERO.ARB.3GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Arabic. 3rd Grade"
"LO.EGRA.CWPM.ZERO.AST.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Asante Twi. 2nd Grade"
"LO.EGRA.CWPM.ZERO.BMN.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Bamanankan. 2nd Grade"
"LO.EGRA.CWPM.ZERO.BOM.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Bomu. 2nd Grade"
"LO.EGRA.CWPM.ZERO.CHC.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Chichewa. 2nd Grade"
"LO.EGRA.CWPM.ZERO.CHC.4GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Chichewa. 4th Grade"
"LO.EGRA.CWPM.ZERO.CHI.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Chitonga. 2nd Grade"
"LO.EGRA.CWPM.ZERO.CIN.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Cinyanja. 2nd Grade"
"LO.EGRA.CWPM.ZERO.DAG.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Dagaare. 2nd Grade"
"LO.EGRA.CWPM.ZERO.DAGB.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Dagbani. 2nd Grade"
"LO.EGRA.CWPM.ZERO.DAN.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Dangme. 2nd Grade"
"LO.EGRA.CWPM.ZERO.ENG.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). English. 2nd Grade"
"LO.EGRA.CWPM.ZERO.ENG.3GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). English. 3rd Grade"
"LO.EGRA.CWPM.ZERO.ENG.4GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). English. 4th Grade"
"LO.EGRA.CWPM.ZERO.ENG.6GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). English. 6th Grade"
"LO.EGRA.CWPM.ZERO.EWE.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Ewe. 2nd Grade"
"LO.EGRA.CWPM.ZERO.FAN.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Fante. 2nd Grade"
"LO.EGRA.CWPM.ZERO.FLP.3GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Filipino. 3rd Grade"
"LO.EGRA.CWPM.ZERO.FRN.3GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). French. 3rd Grade"
"LO.EGRA.CWPM.ZERO.FLF.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Fulfulde. 2nd Grade"
"LO.EGRA.CWPM.ZERO.GA.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Ga. 2nd Grade"
"LO.EGRA.CWPM.ZERO.GON.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Gonja. 2nd Grade"
"LO.EGRA.CWPM.ZERO.HAR.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Hararigna. 2nd Grade"
"LO.EGRA.CWPM.ZERO.HAR.3GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Hararigna. 3rd Grade"
"LO.EGRA.CWPM.ZERO.ICI.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Icibemba. 2nd Grade"
"LO.EGRA.CWPM.ZERO.IND.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Indonesian. 2nd Grade"
"LO.EGRA.CWPM.ZERO.KAS.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Kasem. 2nd Grade"
"LO.EGRA.CWPM.ZERO.KII.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Kiikaonde. 2nd Grade"
"LO.EGRA.CWPM.ZERO.KNY.4GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Kinyarwanda. 4th Grade"
"LO.EGRA.CWPM.ZERO.KNY.6GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Kinyarwanda. 6th Grade"
"LO.EGRA.CWPM.ZERO.KIS.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Kiswahili. 2nd Grade"
"LO.EGRA.CWPM.ZERO.LUN.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Lunda. 2nd Grade"
"LO.EGRA.CWPM.ZERO.LUV.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Luvale. 2nd Grade"
"LO.EGRA.CWPM.ZERO.NZE.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Nzema. 2nd Grade"
"LO.EGRA.CWPM.ZERO.SID.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Sidaamu Afoo. 2nd Grade"
"LO.EGRA.CWPM.ZERO.SID.3GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Sidaamu Afoo. 3rd Grade"
"LO.EGRA.CWPM.ZERO.SIL.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Silozi. 2nd Grade"
"LO.EGRA.CWPM.ZERO.SOM.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Somaligna. 2nd Grade"
"LO.EGRA.CWPM.ZERO.SOM.3GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Somaligna. 3rd Grade"
"LO.EGRA.CWPM.ZERO.SNG.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Songhoi. 2nd Grade"
"LO.EGRA.CWPM.ZERO.SPN.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Spanish. 2nd Grade"
"LO.EGRA.CWPM.ZERO.SPN.3GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Spanish. 3rd Grade"
"LO.EGRA.CWPM.ZERO.SPN.4GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Spanish. 4th Grade"
"LO.EGRA.CWPM.ZERO.TIG.2GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Tigrinya. 2nd Grade"
"LO.EGRA.CWPM.ZERO.TIG.3GRD","EGRA: Oral Reading Fluency - Share of students with a zero score (%). Tigrinya. 3rd Grade"
"LO.EGRA.READ.AFA.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Afan Oromo. 2nd Grade"
"LO.EGRA.READ.AFA.ADV.3GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Afan Oromo. 3rd Grade"
"LO.EGRA.READ.AKU.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Akuapem. 2nd Grade"
"LO.EGRA.READ.AMH.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Amharic. 2nd Grade"
"LO.EGRA.READ.AMH.ADV.3GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Amharic. 3rd Grade"
"LO.EGRA.READ.ARB.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Arabic. 2nd Grade"
"LO.EGRA.READ.ARB.ADV.3GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Arabic. 3rd Grade"
"LO.EGRA.READ.AST.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Asante Twi. 2nd Grade"
"LO.EGRA.READ.BMN.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Bamanankan. 2nd Grade"
"LO.EGRA.READ.BOM.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Bomu. 2nd Grade"
"LO.EGRA.READ.CHC.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Chichewa. 2nd Grade"
"LO.EGRA.READ.CHC.ADV.4GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Chichewa. 4th Grade"
"LO.EGRA.READ.CHI.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Chitonga. 2nd Grade"
"LO.EGRA.READ.CIN.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Cinyanja. 2nd Grade"
"LO.EGRA.READ.DAG.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Dagaare. 2nd Grade"
"LO.EGRA.READ.DAGB.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Dagbani. 2nd Grade"
"LO.EGRA.READ.DAN.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Dangme. 2nd Grade"
"LO.EGRA.READ.ENG.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). English. 2nd Grade"
"LO.EGRA.READ.ENG.ADV.3GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). English. 3rd Grade"
"LO.EGRA.READ.ENG.ADV.4GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). English. 4th Grade"
"LO.EGRA.READ.ENG.ADV.6GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). English. 6th Grade"
"LO.EGRA.READ.EWE.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Ewe. 2nd Grade"
"LO.EGRA.READ.FAN.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Fante. 2nd Grade"
"LO.EGRA.READ.FLP.ADV.3GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Filipino. 3rd Grade"
"LO.EGRA.READ.FRN.ADV.3GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). French. 3rd Grade"
"LO.EGRA.READ.FLF.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Fulfulde. 2nd Grade"
"LO.EGRA.READ.GA.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Ga. 2nd Grade"
"LO.EGRA.READ.GON.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Gonja. 2nd Grade"
"LO.EGRA.READ.HAR.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Hararigna. 2nd Grade"
"LO.EGRA.READ.HAR.ADV.3GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Hararigna. 3rd Grade"
"LO.EGRA.READ.ICI.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Icibemba. 2nd Grade"
"LO.EGRA.READ.IND.ADV.3GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Indonesian. 2nd Grade"
"LO.EGRA.READ.KAS.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Kasem. 2nd Grade"
"LO.EGRA.READ.KII.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Kiikaonde. 2nd Grade"
"LO.EGRA.READ.KNY.ADV.4GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Kinyarwanda. 4th Grade"
"LO.EGRA.READ.KNY.ADV.6GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Kinyarwanda. 6th Grade"
"LO.EGRA.READ.KIS.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Kiswahili. 2nd Grade"
"LO.EGRA.READ.LUN.ADV.2GRD","EGRA: Reading Comprehension - Share of students scoring at least 80 percent (%). Lunda. 2nd Grade"
